GROWTH_PLATFORM_NM,SVC_LINE_NM,PRACTICE_NM,SVC_AREA_NM,CAPACITY_GROUP_NM,JRS_NM,NEW_GROWTH_PLATFORM_NM,NEW_SVC_LINE_NM,NEW_PRACTICE_NM,ECONOMIC_MODEL_NM,NEW_SVC_AREA_NM,NEW_JRS_NM,PRACTICE_TYPE_NM,JRS_ACTION,COMMENTS
,,,,,Application Developer-Azure Cloud Fullstack,Hybrid Cloud Services,Hybrid Cloud Transformation,Application Engineering Services,Techology & SI,Application Engineering Services,Application Developer-Azure Cloud Fullstack,Split,add,net new JR/S. Proposed by SL/Practice - BAU Taxonomy process pending to potentially implement change.
Cloud Application Innovation,"CAS Advise, Move & Build",Cloud Application Development,CAM-Cloud Application Development MB,CAM - Application Development,Application Developer-Azure Cloud Microservices,Hybrid Cloud Services,Hybrid Cloud Transformation,Application Engineering Services,Techology & SI,Application Engineering Services,Application Developer-Azure Cloud Fullstack,Split,deletion/migration,Migrating to a new JR/S
Cloud Application Innovation,"CAS Advise, Move & Build",Cloud Application Development,CAM-Cloud Application Development MB,CAM - Application Development,Application Developer-Azure Cloud User Interface,Hybrid Cloud Services,Hybrid Cloud Transformation,Application Engineering Services,Techology & SI,Application Engineering Services,Application Developer-Azure Cloud Fullstack,Split,deletion/migration,Migrating to a new JR/S
Cloud Application Innovation,"CAS Advise, Move & Build",Cloud Application Development,CAM-Cloud Application Development MB,CAM - Application Development,Application Developer-Cloud Microservices,Hybrid Cloud Services,Hybrid Cloud Transformation,Application Engineering Services,Techology & SI,Application Engineering Services,Application Developer-Cloud Fullstack,Split,deletion/migration,"Migrating to a new JR/S, moving to OpenShift & Middleware"
Cloud Application Innovation,"CAS Advise, Move & Build",Cloud Application Development,CAM-Cloud Application Development MB,CAM - Application Development,Application Developer-Cloud User Interface,Hybrid Cloud Services,Hybrid Cloud Transformation,Application Engineering Services,Techology & SI,Application Engineering Services,,Split,no change,To Be Deleted
,,,,,Application Developer-Google Cloud Fullstack,Hybrid Cloud Services,Hybrid Cloud Transformation,Application Engineering Services,Techology & SI,Application Engineering Services,Application Developer-Google Cloud Fullstack,Split,add,net new JR/S. Proposed by SL/Practice - BAU Taxonomy process pending to potentially implement change.
Cloud Application Innovation,"CAS Advise, Move & Build",Cloud Application Development,CAM-Cloud Application Development MB,CAM - Application Development,Application Developer-Google Cloud Microservices,Hybrid Cloud Services,Hybrid Cloud Transformation,Application Engineering Services,Techology & SI,Application Engineering Services,Application Developer-Google Cloud Fullstack,Split,deletion/migration,Migrating to a new JR/S
Cloud Application Innovation,"CAS Advise, Move & Build",Cloud Application Development,CAM-Cloud Application Development MB,CAM - Application Development,Application Developer-Google Cloud User Interface,Hybrid Cloud Services,Hybrid Cloud Transformation,Application Engineering Services,Techology & SI,Application Engineering Services,Application Developer-Google Cloud Fullstack,Split,deletion/migration,Migrating to a new JR/S
,,,,,Application Developer-IBM Cloud Fullstack,Hybrid Cloud Services,Hybrid Cloud Transformation,Application Engineering Services,Techology & SI,Application Engineering Services,Application Developer-IBM Cloud Fullstack,Split,add,net new JR/S. Proposed by SL/Practice - BAU Taxonomy process pending to potentially implement change.
Cloud Application Innovation,"CAS Advise, Move & Build",Cloud Application Development,CAM-Cloud Application Development MB,CAM - Application Development,Application Developer-IBM Cloud Microservices,Hybrid Cloud Services,Hybrid Cloud Transformation,Application Engineering Services,Techology & SI,Application Engineering Services,Application Developer-IBM Cloud Fullstack,Split,deletion/migration,Migrating to a new JR/S
Cloud Application Innovation,"CAS Advise, Move & Build",Cloud Application Development,CAM-Cloud Application Development MB,CAM - Application Development,Application Developer-IBM Cloud User Interface,Hybrid Cloud Services,Hybrid Cloud Transformation,Application Engineering Services,Techology & SI,Application Engineering Services,Application Developer-IBM Cloud Fullstack,Split,deletion/migration,Migrating to a new JR/S
Cloud Application Innovation,"CAS Advise, Move & Build",Cloud Application Development,CAM-Cloud Application Development MB,CAM - Application Development,Application Developer-Java Full Stack,Hybrid Cloud Services,Hybrid Cloud Transformation,Application Engineering Services,Techology & SI,Application Engineering Services,Application Developer-Cloud Fullstack,Split,deletion/migration,"Migrating to a new JR/S, moving to OpenShift & Middleware"
Cloud Application Innovation,"CAS Advise, Move & Build",Cloud Application Development,CAM-Cloud Application Development MB,CAM - Application Development,Application Developer-Microservices,Hybrid Cloud Services,Hybrid Cloud Transformation,Application Engineering Services,Techology & SI,Application Engineering Services,Application Developer-Cloud Fullstack,Split,deletion/migration,"Migrating to a new JR/S, moving to OpenShift & Middleware"
,,,,,Application Developer-Cloud FullStack,Hybrid Cloud Services,Hybrid Cloud Transformation,OpenShift & Middleware,Techology & SI,OpenShift & Middleware,Application Developer-Cloud FullStack,Split/New,add,net new JR/S. Proposed by SL/Practice - BAU Taxonomy process pending to potentially implement change.
,,,,,Application Developer-Red Hat Cloud FullStack,Hybrid Cloud Services,Hybrid Cloud Transformation,OpenShift & Middleware,Techology & SI,OpenShift & Middleware,Application Developer-Red Hat Cloud FullStack,Split/New,add,net new JR/S; Full Stack will be Premium cost rate. Proposed by SL/Practice - BAU Taxonomy process pending to potentially implement change.
Cloud Application Innovation,"CAS Advise, Move & Build",Cloud Application Development,CAM-Cloud Application Development MB,CAM - Application Development,Application Developer-Red Hat Cloud Microservices,Hybrid Cloud Services,Hybrid Cloud Transformation,OpenShift & Middleware,Techology & SI,OpenShift & Middleware,Application Developer-Red Hat Cloud FullStack,Split/New,deletion/migration,Migrating to a new JR/S
Cloud Application Innovation,"CAS Advise, Move & Build",Cloud Application Development,CAM-Cloud Application Development MB,CAM - Application Development,Application Developer-Red Hat Cloud User Interface,Hybrid Cloud Services,Hybrid Cloud Transformation,OpenShift & Middleware,Techology & SI,OpenShift & Middleware,Application Developer-Red Hat Cloud FullStack,Split/New,deletion/migration,Migrating to a new JR/S
,,,,,Business Sales & Delivery Executive-Executive-Application Engineering Services,Hybrid Cloud Services,Hybrid Cloud Transformation,Application Engineering Services,Techology & SI,Application Engineering Services,Business Sales & Delivery Executive-Executive-Application Engineering Services,Split,add,net new JR/S. Proposed by SL/Practice - BAU Taxonomy process pending to potentially implement change.
Cloud Application Innovation,"CAS Advise, Move & Build",Cloud Application Development,CAM-Cloud Application Development MB,CAM - Application Development,Business Sales & Delivery Executive-Cloud Application Development,Hybrid Cloud Services,Hybrid Cloud Transformation,Application Engineering Services,Techology & SI,Application Engineering Services,Business Sales & Delivery Executive-Executive-Application Engineering Services,Split,deletion/migration,Migrating to a new JR/S
Cloud Application Innovation,"CAS Advise, Move & Build",Cloud Application Development,CAM-Cloud Application Development MB,CAM - Application Development,Complex Project Manager-Hybrid Multicloud Platforms,Hybrid Cloud Services,Hybrid Cloud Transformation,Application Engineering Services,Techology & SI,Application Engineering Services,,Split,no change,
Cloud Application Innovation,"CAS Advise, Move & Build",Cloud Application Development,CAM-Cloud Application Development MB,CAM - Application Development,Project Manager-Alibaba Cloud Solutions,Hybrid Cloud Services,Hybrid Cloud Transformation,Application Engineering Services,Techology & SI,Application Engineering Services,Project Manager-Cloud Solutions,Split,deletion/migration,
Cloud Application Innovation,"CAS Advise, Move & Build",Cloud Application Development,CAM-Cloud Application Development MB,CAM - Application Development,Project Manager-AWS Cloud Solutions,Hybrid Cloud Services,Hybrid Cloud Transformation,Application Engineering Services,Techology & SI,Application Engineering Services,Project Manager-Cloud Solutions,Split,deletion/migration,
Cloud Application Innovation,"CAS Advise, Move & Build",Cloud Application Development,CAM-Cloud Application Development MB,CAM - Application Development,Project Manager-Azure Cloud Solutions,Hybrid Cloud Services,Hybrid Cloud Transformation,Application Engineering Services,Techology & SI,Application Engineering Services,Project Manager-Cloud Solutions,Split,deletion/migration,
Cloud Application Innovation,"CAS Advise, Move & Build",Cloud Application Development,CAM-Cloud Application Development MB,CAM - Application Development,Project Manager-Cloud Solutions,Hybrid Cloud Services,Hybrid Cloud Transformation,Application Engineering Services,Techology & SI,Application Engineering Services,,Split,no change,
Cloud Application Innovation,"CAS Advise, Move & Build",Cloud Application Development,CAM-Cloud Application Development MB,CAM - Application Development,Project Manager-Google Cloud Solutions,Hybrid Cloud Services,Hybrid Cloud Transformation,Application Engineering Services,Techology & SI,Application Engineering Services,Project Manager-Cloud Solutions,Split,deletion/migration,
Cloud Application Innovation,"CAS Advise, Move & Build",Cloud Application Development,CAM-Cloud Application Development MB,CAM - Application Development,Project Manager-IBM Cloud Solutions,Hybrid Cloud Services,Hybrid Cloud Transformation,Application Engineering Services,Techology & SI,Application Engineering Services,Project Manager-Cloud Solutions,Split,deletion/migration,
Cloud Application Innovation,"CAS Advise, Move & Build",Cloud Application Development,CAM-Cloud Application Development MB,CAM - Application Development,Project Manager-Red Hat Cloud Solutions,Hybrid Cloud Services,Hybrid Cloud Transformation,OpenShift & Middleware,Techology & SI,OpenShift & Middleware,,Split/New,no change,
Cloud Application Innovation,"CAS Advise, Move & Build",Cloud Application Development,CAM-Cloud Application Development MB,CAM - Go to Market,Solution Manager-Alibaba Cloud Solutions,Hybrid Cloud Services,Hybrid Cloud Transformation,Application Engineering Services,Techology & SI,Application Engineering Services,Solution Manager-Cloud Solutions,Split,deletion/migration,
Cloud Application Innovation,"CAS Advise, Move & Build",Cloud Application Development,CAM-Cloud Application Development MB,CAM - Go to Market,Solution Manager-AWS Cloud Solutions,Hybrid Cloud Services,Hybrid Cloud Transformation,Application Engineering Services,Techology & SI,Application Engineering Services,Solution Manager-Cloud Solutions,Split,deletion/migration,
Cloud Application Innovation,"CAS Advise, Move & Build",Cloud Application Development,CAM-Cloud Application Development MB,CAM - Go to Market,Solution Manager-Azure Cloud Solutions,Hybrid Cloud Services,Hybrid Cloud Transformation,Application Engineering Services,Techology & SI,Application Engineering Services,Solution Manager-Cloud Solutions,Split,deletion/migration,
Cloud Application Innovation,"CAS Advise, Move & Build",Cloud Application Development,CAM-Cloud Application Development MB,CAM - Go to Market,Solution Manager-Cloud Solutions,Hybrid Cloud Services,Hybrid Cloud Transformation,Application Engineering Services,Techology & SI,Application Engineering Services,,Split,no change,
Cloud Application Innovation,"CAS Advise, Move & Build",Cloud Application Development,CAM-Cloud Application Development MB,CAM - Go to Market,Solution Manager-Google Cloud Solutions,Hybrid Cloud Services,Hybrid Cloud Transformation,Application Engineering Services,Techology & SI,Application Engineering Services,Solution Manager-Cloud Solutions,Split,deletion/migration,
Cloud Application Innovation,"CAS Advise, Move & Build",Cloud Application Development,CAM-Cloud Application Development MB,CAM - Go to Market,Solution Manager-IBM Cloud Solutions,Hybrid Cloud Services,Hybrid Cloud Transformation,Application Engineering Services,Techology & SI,Application Engineering Services,Solution Manager-Cloud Solutions,Split,deletion/migration,
Cloud Application Innovation,"CAS Advise, Move & Build",Cloud Application Development,CAM-Cloud Application Development MB,CAM - Go to Market,Solution Manager-Red Hat Cloud Solutions,Hybrid Cloud Services,Hybrid Cloud Transformation,OpenShift & Middleware,Techology & SI,OpenShift & Middleware,,Split/New,no change,
